Algorithm,Strategy,Number of Optimization Trials,Best Val NDCG@20,Test NDCG@10,Test NDCG@20,Test Precision@10,Test Precision@20,Final Train Time (s),Best Params
ALS_factors=10,power,20,0.04525236307560718,0.037303409360984634,0.048091819737908985,0.06596936518510617,0.10496113661567666,14.98707127571106,{'power_p': 0.5524939769068045}
