Algorithm,Strategy,Number of Optimization Trials,Best Val NDCG@20,Test NDCG@10,Test NDCG@20,Test Precision@10,Test Precision@20,Final Train Time (s),Best Params
ALS_factors=100,no_weighting,1,0.07916333083349544,0.07794782089884547,0.08824932515789542,0.08648331726486597,0.10740504912499335,29.403259754180908,{}
