Algorithm,Strategy,Number of Optimization Trials,Best Val NDCG@20,Test NDCG@10,Test NDCG@20,Test Precision@10,Test Precision@20,Final Train Time (s),Best Params
KNN_k=20,pmi,1,0.19956395412129016,0.22076200829655424,0.24034039119791756,0.2342938172311033,0.2674204711238703,4.975707530975342,{}
