Algorithm,Strategy,Number of Optimization Trials,Best Val NDCG@20,Test NDCG@10,Test NDCG@20,Test Precision@10,Test Precision@20,Final Train Time (s),Best Params
KNN_k=20,tfidf,1,0.2002632608959362,0.23407073225013855,0.2439427210442336,0.2529506907286162,0.27656933614933255,5.020371675491333,{}
