Algorithm,Strategy,Number of Optimization Trials,Best Val NDCG@20,Test NDCG@10,Test NDCG@20,Test Precision@10,Test Precision@20,Final Train Time (s),Best Params
KNN_k=20,robust_user_centric_weight_v2,10,0.05163171012102409,0.04547325327061615,0.055058150186781216,0.07841968537633814,0.11500537276145185,2.9730982780456543,"{'lower_q': 16.77507398129061, 'upper_q': 94.50100534287802}"
