Algorithm,Strategy,Number of Optimization Trials,Best Val NDCG@20,Test NDCG@10,Test NDCG@20,Test Precision@10,Test Precision@20,Final Train Time (s),Best Params
ALS_factors=100,sigmoid_propensity,20,0.2603329083009429,0.3236854960280762,0.33385991777036883,0.34305449389034753,0.3662106721357819,10.776389122009277,"{'p': 2.1061539761683687, 'beta': 0.9996379410568317}"
