Algorithm,Strategy,Number of Optimization Trials,Best Val NDCG@20,Test NDCG@10,Test NDCG@20,Test Precision@10,Test Precision@20,Final Train Time (s),Best Params
ALS_factors=10,pmi,1,0.10314213648319413,0.09111012198988631,0.1118003021108789,0.10171823352832116,0.1515376420029448,4.123420476913452,{}
