Algorithm,Strategy,Number of Optimization Trials,Best Val NDCG@20,Test NDCG@10,Test NDCG@20,Test Precision@10,Test Precision@20,Final Train Time (s),Best Params
ALS_factors=10,power_lift,20,0.09943525153336066,0.08746499617428237,0.1077501250643167,0.09808347571281863,0.1469300458251462,4.119206428527832,{'p': 0.2510050045714566}
