Algorithm,Strategy,Number of Optimization Trials,Best Val NDCG@20,Test NDCG@10,Test NDCG@20,Test Precision@10,Test Precision@20,Final Train Time (s),Best Params
ALS_factors=100,robust_user_centric,20,0.15238945224728523,0.1443008830506367,0.17250679882486358,0.1565792495765845,0.22436764547446042,10.55518651008606,{'scale_factor': 9.98038277416907}
