Algorithm,Strategy,Number of Optimization Trials,Best Val NDCG@20,Test NDCG@10,Test NDCG@20,Test Precision@10,Test Precision@20,Final Train Time (s),Best Params
KNN_k=100,no_weighting,1,0.0998855154039036,0.1079382336346904,0.119733710087845,0.11919348938119131,0.1441165438413577,15.410981893539429,{}
