Algorithm,Strategy,Number of Optimization Trials,Best Val NDCG@20,Test NDCG@10,Test NDCG@20,Test Precision@10,Test Precision@20,Final Train Time (s),Best Params
KNN_k=20,sigmoid_propensity,20,0.23400668895163837,0.2691075940609278,0.28341001288026646,0.28896585848589806,0.317621980104216,0.019646883010864258,"{'p': 1.0751860580401422, 'beta': 0.045019203797988516}"
