Algorithm,Strategy,Number of Optimization Trials,Best Val NDCG@20,Test NDCG@10,Test NDCG@20,Test Precision@10,Test Precision@20,Final Train Time (s),Best Params
KNN_k=20,bm25,20,0.14082970603183165,0.13236740413162074,0.1587744708176607,0.14220460146822222,0.20545330070450676,4.060441970825195,"{'bm25_k1': 36.511207278311026, 'bm25_b': 0.9352037266309827}"
