Algorithm,Strategy,Number of Optimization Trials,Best Val NDCG@20,Test NDCG@10,Test NDCG@20,Test Precision@10,Test Precision@20,Final Train Time (s),Best Params
ALS_factors=10,no_weighting,1,0.20777510234035793,0.2448920153693913,0.2537944026021528,0.26605847098053553,0.28888659181872356,4.169275283813477,{}
