Algorithm,Strategy,Number of Optimization Trials,Best Val NDCG@20,Test NDCG@10,Test NDCG@20,Test Precision@10,Test Precision@20,Final Train Time (s),Best Params
ALS_factors=100,power_lift,20,0.09693722235813836,0.09422010771512533,0.10683512540780402,0.10595412454687304,0.13203658419143952,29.401728868484497,{'p': 0.281002380481669}
