dataset               , model        , metric    , n_seeds, rel_diff_seed_%     , t_pvalue              , wilcoxon_pvalue, n_users_total, rel_diff_user_%     , ci_lo_pool             , ci_hi_pool             , p_boot_pool, cohens_d_pool         , seeds_sig_pos, seeds_sig_neg
steam-15k             , IA-SASRec-Val, recall@20 ,       5, -3.6557845644651707 , 0.0025041975105699415 ,          0.0625,         71505, -3.6401893740136777 , -0.006572966925389833  , -0.003104677994545836  ,      0.0005, -0.020766287831703787 ,             0,             3
steam-15k             , IA-SASRec-Val, recall@50 ,       5, -1.854468385729423  , 0.029738253276180505  ,          0.0625,         71505, -1.8647730781105278 , -0.0062932662051604785 , -0.002293196279980423  ,      0.0005, -0.015663445441474612 ,             0,             1
steam-3k              , IA-SASRec-Add, mrr@10    ,       5, -6.133979015334944  , 0.12245863182589091   ,          0.125 ,         12525, -5.979526759367153  , -0.002233152742134778  , -0.000680539714222349  ,      0.0005, -0.03448147389364899  ,             0,             2
steam-3k              , IA-SASRec-Add, mrr@100   ,       5, -3.921568627450984  , 0.14814814814814806   ,          0.1875,         12525, -3.935518925245735  , -0.0019215831175515667 , -0.00048680157814908647,      0.001 , -0.029959719094282578 ,             0,             2
steam-3k              , IA-SASRec-Add, mrr@20    ,       5, -4.354243542435426  , 0.12752739789122539   ,          0.125 ,         12525, -4.503610621150872  , -0.0019449101837734789 , -0.0004917594956308553 ,      0.001 , -0.029481509063933688 ,             0,             2
steam-3k              , IA-SASRec-Add, mrr@50    ,       5, -4.12162162162162   , 0.13027375398692173   ,          0.1875,         12525, -4.099373614192502  , -0.0019294509100581882 , -0.00048315324617399547,      0.0005, -0.030105394069364636 ,             0,             2
steam-3k              , IA-SASRec-Add, ndcg@10   ,       5, -6.85714285714286   , 0.11380978541643472   ,          0.125 ,         12525, -6.8154880659830095 , -0.003359249217401058  , -0.0013871740180773084 ,      0.0005, -0.04190201123851082  ,             0,             2
steam-3k              , IA-SASRec-Add, ndcg@100  ,       5, -1.6124469589816153 , 0.2092738063056297    ,          0.3125,         12525, -1.635894760517163  , -0.0020391658464653287 , -0.000199965081881769  ,      0.015 , -0.022626343178260115 ,             0,             1
steam-3k              , IA-SASRec-Add, ndcg@20   ,       5, -3.3363802559414966 , 0.10802124607336386   ,          0.1875,         12525, -3.339324939506684  , -0.002496132676432855  , -0.00046185076751052923,      0.006 , -0.0261217617194034   ,             0,             2
steam-3k              , IA-SASRec-Add, ndcg@50   ,       5, -2.201151371486628  , 0.132627448493631     ,          0.125 ,         12525, -2.201144942641242  , -0.002149736966113687  , -0.00044460415196274976,      0.002 , -0.02697296485566034  ,             0,             1
steam-3k              , IA-SASRec-Add, recall@10 ,       5, -7.7661431064572515 , 0.15814046600082046   ,          0.125 ,         12525, -7.781649245063879  , -0.007984031936127744  , -0.0027924151696606895 ,      0.0005, -0.03652430556888838  ,             0,             2
steam-3k              , IA-SASRec-Add, recall@100,       5, 0.09485416172633968 , 0.8262847141678649    ,          0.625 ,         12525, 0.09466708740927737 , -0.003834331337325349  , 0.004151696606786427   ,      0.934 , 0.0010410186758089991 ,             0,             0
steam-3k              , IA-SASRec-Add, recall@20 ,       5, -1.692958830319351  , 0.5597291776749904    ,          0.8125,         12525, -1.6897081413210442 , -0.004870259481037924  , 0.0012774451097804392  ,      0.263 , -0.010031657974748079 ,             1,             1
steam-3k              , IA-SASRec-Add, recall@50 ,       5, -0.39893617021276506, 0.7128330335939499    ,          0.625 ,         12525, -0.3980539584254754 , -0.0036726546906187623 , 0.0023173652694610672  ,      0.665 , -0.004186267027525165 ,             0,             0
steam-3k              , IA-SASRec-Mul, mrr@10    ,       5, -10.734463276836156 , 0.03743162190198414   ,          0.0625,         12525, -10.771411139151779 , -0.0035411811298038847 , -0.001843913759782024  ,      0.0005, -0.05455541793054387  ,             0,             3
steam-3k              , IA-SASRec-Mul, mrr@100   ,       5, -8.692810457516345  , 0.026132986954442796  ,          0.0625,         12525, -8.620589355224958  , -0.003477038000216068  , -0.0018363678065800833 ,      0.0005, -0.05768024119292859  ,             0,             4
steam-3k              , IA-SASRec-Mul, mrr@20    ,       5, -9.225092250922506  , 0.021240089007394488  ,          0.0625,         12525, -9.330869559775685  , -0.0034150131079804242 , -0.0017002461227579883 ,      0.0005, -0.0537815417571344   ,             0,             4
steam-3k              , IA-SASRec-Mul, mrr@50    ,       5, -9.054054054054053  , 0.024164073833106946  ,          0.0625,         12525, -9.069981689532671  , -0.003532233122412938  , -0.0019045864022428263 ,      0.0005, -0.058495806796645546 ,             0,             4
steam-3k              , IA-SASRec-Mul, ndcg@10   ,       5, -9.485714285714286  , 0.02718350612190366   ,          0.0625,         12525, -9.52947553591517   , -0.004499058406643952  , -0.002223444050878804  ,      0.0005, -0.05106953248298544  ,             0,             3
steam-3k              , IA-SASRec-Mul, ndcg@100  ,       5, -4.413012729844417  , 0.029649720667024697  ,          0.0625,         12525, -4.393763345949857  , -0.004153552624113928  , -0.0021485927128379865 ,      0.0005, -0.05463646096490686  ,             0,             4
steam-3k              , IA-SASRec-Mul, ndcg@20   ,       5, -6.718464351005481  , 0.0026082816918128002 ,          0.0625,         12525, -6.77029069430651   , -0.004070122078047177  , -0.0018551803408657721 ,      0.0005, -0.047263950974087365 ,             0,             3
steam-3k              , IA-SASRec-Mul, ndcg@50   ,       5, -5.926176769387067  , 0.030474093543711972  ,          0.0625,         12525, -5.8930501479604755 , -0.00445790726189644   , -0.0025357135925094007 ,      0.0005, -0.06250477736419591  ,             0,             3
steam-3k              , IA-SASRec-Mul, recall@10 ,       5, -7.649796393251895  , 0.07999574437978896   ,          0.0625,         12525, -7.665505226480835  , -0.008303393213572855  , -0.0024730538922155794 ,      0.0005, -0.03162752660557644  ,             0,             1
steam-3k              , IA-SASRec-Mul, recall@100,       5, -1.4860485337127551 , 0.3467741418514159    ,          0.625 ,         12525, -1.4831177027453457 , -0.007904191616766467  , 0.000718562874251497   ,      0.103 , -0.015264912189214325 ,             0,             1
steam-3k              , IA-SASRec-Mul, recall@20 ,       5, -3.924586379376678  , 0.3297307195887229    ,          0.4375,         12525, -3.9170506912442393 , -0.007345309381237525  , -0.0007165668662674759 ,      0.018 , -0.02132085256342472  ,             0,             2
steam-3k              , IA-SASRec-Mul, recall@50 ,       5, -3.1693262411347503 , 0.2479195200962424    ,          0.3125,         12525, -3.1844316674038033 , -0.009023952095808384  , -0.002315369261477046  ,      0.001 , -0.02937602263687341  ,             0,             2
steam-3k              , IA-SASRec-Val, mrr@10    ,       5, -12.510088781275218 , 0.06116989856116084   ,          0.125 ,         12525, -12.41581937091408  , -0.004235716661914267  , -0.0019749667332002664 ,      0.0005, -0.04809588547295195  ,             0,             3
steam-3k              , IA-SASRec-Val, mrr@100   ,       5, -9.215686274509807  , 0.04396952256741208   ,          0.0625,         12525, -9.221566362641456  , -0.0039367586401450536 , -0.001762226283293068  ,      0.0005, -0.04646394291045563  ,             0,             3
steam-3k              , IA-SASRec-Val, mrr@20    ,       5, -10.922509225092252 , 0.03597544044338176   ,          0.0625,         12525, -10.939497498004789 , -0.0040929202744146385 , -0.0019004404144084565 ,      0.0005, -0.04748561627981773  ,             0,             3
steam-3k              , IA-SASRec-Val, mrr@50    ,       5, -9.864864864864865  , 0.04497690983561141   ,          0.125 ,         12525, -9.93753451401497   , -0.0040331532359940145 , -0.001897002432634631  ,      0.0005, -0.04827251196713813  ,             0,             3
steam-3k              , IA-SASRec-Val, ndcg@10   ,       5, -8.857142857142861  , 0.06255877906400263   ,          0.125 ,         12525, -8.804860612691536  , -0.004567423686930323  , -0.00171957142619516   ,      0.0005, -0.03825853340990817  ,             0,             1
